n,Degree_mean,Degree_var,Betweenness_mean,Betweenness_var,Closeness_mean,Closeness_var,PageRank_mean,PageRank_var,ASP_mean,ASP_var,Diameter_mean,Diameter_var,Eigenvector_mean,Eigenvector_var
6526,1.89993,0.31481,18485.9,181308,4286.09,190454,61.6656,2.67251,4314,114439,4708.4,201371,39.0546,0.427313
