Dataset,Nodos,Aristas,Memoria_KB,TiempoConstruccion_ms
datasets/2000.net,161,16335,259.047,13.482
datasets/2005.net,161,17201,272.578,13.1466
datasets/2010.net,161,18579,294.109,14.2636
datasets/2015.net,161,18061,286.016,13.9841
datasets/2018.net,161,17030,269.906,18.8501
