n,Degree_mean,Degree_var,Degree_mem_mean,Degree_mem_var,Betweenness_mean,Betweenness_var,Betweenness_mem_mean,Betweenness_mem_var,Closeness_mean,Closeness_var,Closeness_mem_mean,Closeness_mem_var,PageRank_mean,PageRank_var,PageRank_mem_mean,PageRank_mem_var,ASP_mean,ASP_var,ASP_mem_mean,ASP_mem_var,Diameter_mean,Diameter_var,Diameter_mem_mean,Diameter_mem_var,Eigenvector_mean,Eigenvector_var,Eigenvector_mem_mean,Eigenvector_mem_var
6526,4.49178,0.668845,49.6,22141.4,37449,560704,127.2,114399,5563.52,11920.1,1.2,12.96,67.0932,0.92956,74.8,11075.4,5464.94,1626,2,36,5497.7,839.192,0.4,1.44,41.3292,0.745931,30.4,8317.44
